Gene ID,Symbol,Name
438,ASMT,acetylserotonin O-methyltransferase
3002,GZMB,granzyme B (granzyme 2, cytotoxic T-lymphocyte-associated serine esterase 1)
54715,RBFOX1,RNA binding protein, fox-1 homolog (C. elegans) 1
282553,AUTS8,Autism, susceptibility to, 8
5054,SERPINE1,serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1
26047,CNTNAP2,contactin associated protein-like 2
121278,TPH2,tryptophan hydroxylase 2
140733,MACROD2,MACRO domain containing 2
8128,ST8SIA2,ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2
26056,RAB11FIP5,RAB11 family interacting protein 5 (class I)
5067,CNTN3,contactin 3 (plasmacytoma associated)
5579,PRKCB,protein kinase C, beta
6091,ROBO1,roundabout guidance receptor 1
6092,ROBO2,roundabout guidance receptor 2
54221,SNTG2,syntrophin, gamma 2
5071,PARK2,parkin RBR E3 ubiquitin protein ligase
6095,RORA,RAR-related orphan receptor A
200150,PLD5,phospholipase D family, member 5
5080,PAX6,paired box 6
7133,TNFRSF1B,tumor necrosis factor receptor superfamily, member 1B
93664,CADPS2,Ca++-dependent secretion activator 2
2020,EN2,engrailed homeobox 2
407010,MIR23A,microRNA 23a
3557,IL1RN,interleukin 1 receptor antagonist
3558,IL2,interleukin 2
83943,IMMP2L,inner mitochondrial membrane peptidase subunit 2
3565,IL4,interleukin 4
1007,CDH9,cadherin 9, type 2 (T1-cadherin)
3567,IL5,interleukin 5
1008,CDH10,cadherin 10, type 2 (T2-cadherin)
3569,IL6,interleukin 6
5617,PRL,prolactin
5618,PRLR,prolactin receptor
2550,GABBR1,gamma-aminobutyric acid (GABA) B receptor, 1
6134,RPL10,ribosomal protein L10
2554,GABRA1,gamma-aminobutyric acid (GABA) A receptor, alpha 1
2555,GABRA2,gamma-aminobutyric acid (GABA) A receptor, alpha 2
2556,GABRA3,gamma-aminobutyric acid (GABA) A receptor, alpha 3
387577,AUTS3,Autism, susceptibility to, 3
2557,GABRA4,gamma-aminobutyric acid (GABA) A receptor, alpha 4
3069,HDLBP,high density lipoprotein binding protein
2558,GABRA5,gamma-aminobutyric acid (GABA) A receptor, alpha 5
